"MARKA","TSB_MODEL","SIFIR_MODEL","KAYNAK","MASTER_MODEL_ADI"
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX 6X6 DPS T","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX DPS","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX DPS T","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX DPS T 1000R","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX PRO XU T HD10","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX PRO XU T HD7","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX PRO XU T HD8","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX XT","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX XT T","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX XTP","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX XTP 1000R EFI CB/SY","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX XU","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER PRO","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER PRO XU T HD7","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER XT T","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER XTP 1000R","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER XU","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM TRAXTER BASE T HD7","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM TRAXTER BASE T HD9","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM TRAXTER MAX XU","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM TRAXTER PRO XU T","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM TRAXTER XU HD10","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM TRAXTER XU T HD11","","TSB",""
"ZIRAI TRAKTOR","CAPTAIN","","TSB",""
"ZIRAI TRAKTOR","CASE CVX","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 100A","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 100C","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 100M","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 100X","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 105C","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 110A","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 110C","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 110M","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 110X","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 115C","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 120A","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 120C","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 120C STG5","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 120X","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 80X","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 80X KABIN PS T4A","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 80X PS T4A4","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 85C","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 90A","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 90C","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 90M","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 90X","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 90X KABIN PS FL T4B","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL 95C","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL100A","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL110A","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL120A","","TSB",""
"ZIRAI TRAKTOR","CASE FARMALL90A","","TSB",""
"ZIRAI TRAKTOR","CASE JX","","TSB",""
"ZIRAI TRAKTOR","CASE JX 55E","","TSB",""
"ZIRAI TRAKTOR","CASE JX 65C","","TSB",""
"ZIRAI TRAKTOR","CASE JX 65C KABINLI","","TSB",""
"ZIRAI TRAKTOR","CASE JX 65E","","TSB",""
"ZIRAI TRAKTOR","CASE JX 75C","","TSB",""
"ZIRAI TRAKTOR","CASE JX 75C KABINLI","","TSB",""
"ZIRAI TRAKTOR","CASE JX100","","TSB",""
"ZIRAI TRAKTOR","CASE JX100 PS","","TSB",""
"ZIRAI TRAKTOR","CASE JX105B","","TSB",""
"ZIRAI TRAKTOR","CASE JX110","","TSB",""
"ZIRAI TRAKTOR","CASE JX50B","","TSB",""
"ZIRAI TRAKTOR","CASE JX50E","","TSB",""
"ZIRAI TRAKTOR","CASE JX50E KABINLI TMR","","TSB",""
"ZIRAI TRAKTOR","CASE JX50E TMR","","TSB",""
"ZIRAI TRAKTOR","CASE JX55C","","TSB",""
"ZIRAI TRAKTOR","CASE JX55C KABINLI","","TSB",""
"ZIRAI TRAKTOR","CASE JX55C KABINLI ONYUKLEMELI KIT C210","","TSB",""
"ZIRAI TRAKTOR","CASE JX55C KABINLI SRG","","TSB",""
"ZIRAI TRAKTOR","CASE JX55C SRG","","TSB",""
"ZIRAI TRAKTOR","CASE JX55E","","TSB",""
"ZIRAI TRAKTOR","CASE JX60","","TSB",""
"ZIRAI TRAKTOR","CASE JX60B","","TSB",""
"ZIRAI TRAKTOR","CASE JX60E","","TSB",""
"ZIRAI TRAKTOR","CASE JX60E BAHCE","","TSB",""
"ZIRAI TRAKTOR","CASE JX60E BAHCE SRG STG5","","TSB",""
"ZIRAI TRAKTOR","CASE JX60E KABINLI STG5","","TSB",""
"ZIRAI TRAKTOR","CASE JX60E KABINLI T4A","","TSB",""
"ZIRAI TRAKTOR","CASE JX60E SRG STG5","","TSB",""
"ZIRAI TRAKTOR","CASE JX60E STG5","","TSB",""
"ZIRAI TRAKTOR","CASE JX60E T4A","","TSB",""
"ZIRAI TRAKTOR","CASE JX65B","","TSB",""
"ZIRAI TRAKTOR","CASE JX65C","","TSB",""
"ZIRAI TRAKTOR","CASE JX65C KABINLI SRG","","TSB",""
"ZIRAI TRAKTOR","CASE JX65C SRG","","TSB",""
"ZIRAI TRAKTOR","CASE JX65E","","TSB",""
"ZIRAI TRAKTOR","CASE JX70","","TSB",""
"ZIRAI TRAKTOR","CASE JX70C","","TSB",""
"ZIRAI TRAKTOR","CASE JX70E","","TSB",""
"ZIRAI TRAKTOR","CASE JX70E BAHCE","","TSB",""
"ZIRAI TRAKTOR","CASE JX70E BAHCE SRG STG5","","TSB",""
"ZIRAI TRAKTOR","CASE JX70E SRG STG5","","TSB",""
"ZIRAI TRAKTOR","CASE JX70E STG5","","TSB",""
"ZIRAI TRAKTOR","CASE JX75","","TSB",""
"ZIRAI TRAKTOR","CASE JX75 KABINLI","","TSB",""
"ZIRAI TRAKTOR","CASE JX75 KABINLI PS","","TSB",""
"ZIRAI TRAKTOR","CASE JX75 PS","","TSB",""
"ZIRAI TRAKTOR","CASE JX75B","","TSB",""
"ZIRAI TRAKTOR","CASE JX75C","","TSB",""
"ZIRAI TRAKTOR","CASE JX75C PS ON YUKLEYICI","","TSB",""
"ZIRAI TRAKTOR","CASE JX75E","","TSB",""
"ZIRAI TRAKTOR","CASE JX80","","TSB",""
"ZIRAI TRAKTOR","CASE JX80 KABINLI","","TSB",""
"ZIRAI TRAKTOR","CASE JX80C","","TSB",""
"ZIRAI TRAKTOR","CASE JX80E","","TSB",""
"ZIRAI TRAKTOR","CASE JX80E BAHCE","","TSB",""
"ZIRAI TRAKTOR","CASE JX80E BAHCE SRG STG5","","TSB",""
"ZIRAI TRAKTOR","CASE JX80E KABINLI STG5","","TSB",""
"ZIRAI TRAKTOR","CASE JX80E SRG STG5","","TSB",""
"ZIRAI TRAKTOR","CASE JX90","","TSB",""
"ZIRAI TRAKTOR","CASE JX90 KABINLI","","TSB",""
"ZIRAI TRAKTOR","CASE JX90 KABINLI PS","","TSB",""
"ZIRAI TRAKTOR","CASE JX90 KABINLI PS TMR","","TSB",""
"ZIRAI TRAKTOR","CASE JX90 PS","","TSB",""
"ZIRAI TRAKTOR","CASE JX90 PS TMR","","TSB",""
"ZIRAI TRAKTOR","CASE JX90B","","TSB",""
"ZIRAI TRAKTOR","CASE JXU","","TSB",""
"ZIRAI TRAKTOR","CASE MAGNUM","","TSB",""
"ZIRAI TRAKTOR","CASE MAXXUM","","TSB",""
"ZIRAI TRAKTOR","CASE OPTUM","","TSB",""
"ZIRAI TRAKTOR","CASE PUMA","","TSB",""
"ZIRAI TRAKTOR","CASE PUMA X","","TSB",""
"ZIRAI TRAKTOR","CASE QUANTUM 75N DT","","TSB",""
"ZIRAI TRAKTOR","CASE QUANTUM 85N DT","","TSB",""
"ZIRAI TRAKTOR","CASE QUANTUM 95N DT","","TSB",""
"ZIRAI TRAKTOR","CASE VESTRUM","","TSB",""
"ZIRAI TRAKTOR","CFMOTO","","TSB",""
"ZIRAI TRAKTOR","CFMOTO CF1000 ATR","","TSB",""
"ZIRAI TRAKTOR","CFMOTO CF500 ATR","","TSB",""
"ZIRAI TRAKTOR","CFMOTO CF550 EPS","","TSB",""
"ZIRAI TRAKTOR","CFMOTO CF800 ATR","","TSB",""
"ZIRAI TRAKTOR","CFMOTO CFORCE","","TSB",""
"ZIRAI TRAKTOR","CFMOTO CFORCE CF600 EPS (CF600ATR 2L) T3B","","TSB",""
"ZIRAI TRAKTOR","CFMOTO UFORCE","","TSB",""
"ZIRAI TRAKTOR","CFMOTO UFORCE1000 (CF1000UTR-3) T1B","","TSB",""
"ZIRAI TRAKTOR","CFMOTO UTV UFORCE","","TSB",""
"ZIRAI TRAKTOR","CFMOTO UTV ZFORCE","","TSB",""
"ZIRAI TRAKTOR","CFMOTO ZFORCE","","TSB",""
"ZIRAI TRAKTOR","CHERY","","TSB",""
"ZIRAI TRAKTOR","CLAAS ARES","","TSB",""
"ZIRAI TRAKTOR","CLAAS ARION","","TSB",""
"ZIRAI TRAKTOR","CLAAS AXION","","TSB",""
"ZIRAI TRAKTOR","CLAAS AXOS","","TSB",""
"ZIRAI TRAKTOR","CLAAS CELTIS","","TSB",""
"ZIRAI TRAKTOR","DEUTZ FAHR","","TSB",""
"ZIRAI TRAKTOR","DEUTZ FAHR 4075E F","","TSB",""
"ZIRAI TRAKTOR","DEUTZ FAHR AGROLUX","","TSB",""
"ZIRAI TRAKTOR","DEUTZ FAHR AGROTRON","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 3046E","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 3050E","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 3055E","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 3060E","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 3065E","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4050E","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4050E KABIN","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4055E","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4055E K.K.","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4055E KABIN","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4065E","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4065E F","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4065E KABIN","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4075E","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4075E F","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4075E KABIN","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4080E","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4080E KABIN","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4090E","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 4100E","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 6125C POWERSHIFT","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR 6135C RV SHIFT WARRIOR","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROFARM","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROKID","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROLUX","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROLUX 50-S 2WD","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROLUX F","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROPLUS","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROPLUS F","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROPLUS F75 KEYLINE","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROTRAC","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROTRON","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROTRON K","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROTRON K210","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROTRON L","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR AGROTRON X","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR5095 E GS FAZ V (PLUS2)","","TSB",""
"ZIRAI TRAKTOR","DEUTZ-FAHR5105 E HD GS FAZ V (PLUS2)","","TSB",""
"ZIRAI TRAKTOR","DORSO FUTURA L","","TSB",""
"ZIRAI TRAKTOR","ERKUNT BEREKET","","TSB",""
"ZIRAI TRAKTOR","ERKUNT BEREKET 65E","","TSB",""
"ZIRAI TRAKTOR","ERKUNT BEREKET 65E KABINLI","","TSB",""
"ZIRAI TRAKTOR","ERKUNT BEREKET 65E+","","TSB",""
"ZIRAI TRAKTOR","ERKUNT BEREKET 65M","","TSB",""
"ZIRAI TRAKTOR","ERKUNT BEREKET 65M CRD","","TSB",""
"ZIRAI TRAKTOR","ERKUNT HASMET","","TSB",""
"ZIRAI TRAKTOR","ERKUNT HASRET","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KISMET","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KISMET 50E B","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KISMET 50E T","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KISMET 55E","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KISMET 55E B","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KISMET 55E KABINLI","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KISMET 55E T","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KISMET 58E","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KISMET 58E 2WD KABINLI","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KIYMET","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KIYMET 90E","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KIYMET 90E+","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KUDRET","","TSB",""
"ZIRAI TRAKTOR","ERKUNT KUVVET","","TSB",""
"ZIRAI TRAKTOR","ERKUNT MISKET 26B","","TSB",""
"ZIRAI TRAKTOR","ERKUNT NIMET","","TSB",""
"ZIRAI TRAKTOR","ERKUNT NIMET 70E+","","TSB",""
"ZIRAI TRAKTOR","ERKUNT NIMET 70M","","TSB",""
"ZIRAI TRAKTOR","ERKUNT NIMET 70M CRD","","TSB",""
"ZIRAI TRAKTOR","ERKUNT NIMET 75+","","TSB",""
"ZIRAI TRAKTOR","ERKUNT NIMET 75E","","TSB",""
"ZIRAI TRAKTOR","ERKUNT NIMET 75E+","","TSB",""
"ZIRAI TRAKTOR","ERKUNT NIMET70","","TSB",""
"ZIRAI TRAKTOR","ERKUNT SERVET","","TSB",""
"ZIRAI TRAKTOR","ERKUNT SERVET 80.4+ E4WD KABINLI","","TSB",""
"ZIRAI TRAKTOR","ERKUNT SERVET 80E+","","TSB",""
"ZIRAI TRAKTOR","ERKUNT SERVET 85E+","","TSB",""
"ZIRAI TRAKTOR","ERKUNT/BEREKET","","TSB",""
"ZIRAI TRAKTOR","ERKUNT/NIMET","","TSB",""
"ZIRAI TRAKTOR","FANGPOWER THOR400","","TSB",""
"ZIRAI TRAKTOR","FARMTRAC","","TSB",""
"ZIRAI TRAKTOR","FARMTRAC FT","","TSB",""
"ZIRAI TRAKTOR","FENDT","","TSB",""
"ZIRAI TRAKTOR","FENDT VARIO","","TSB",""
"ZIRAI TRAKTOR","FERRARI","","TSB",""
"ZIRAI TRAKTOR","FERRARI COBRAM","","TSB",""
"ZIRAI TRAKTOR","FERRARI CROMO","","TSB",""
"ZIRAI TRAKTOR","FERRARI CROMO K30","","TSB",""
"ZIRAI TRAKTOR","FERRARI CROMO K30 AR","","TSB",""
"ZIRAI TRAKTOR","FERRARI CROMO K40","","TSB",""
"ZIRAI TRAKTOR","FERRARI CROMO K40 AR","","TSB",""
"ZIRAI TRAKTOR","FERRARI CROMO K60","","TSB",""
"ZIRAI TRAKTOR","FERRARI CROMO K60 AR REV","","TSB",""
"ZIRAI TRAKTOR","FERRARI MIZAR","","TSB",""
"ZIRAI TRAKTOR","FERRARI RAPTOR DT","","TSB",""
"ZIRAI TRAKTOR","FERRARI STELLAR","","TSB",""
"ZIRAI TRAKTOR","FERRARI THOR","","TSB",""
"ZIRAI TRAKTOR","FERRARI THOR K105","","TSB",""
"ZIRAI TRAKTOR","FERRARI THOR K105 AR REV","","TSB",""
"ZIRAI TRAKTOR","FERRARI THOR V80","","TSB",""
"ZIRAI TRAKTOR","FERRARI THOR V80 AR REV","","TSB",""
"ZIRAI TRAKTOR","FERRARI THOR V95","","TSB",""
"ZIRAI TRAKTOR","FERRARI THOR V95 AR","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA K105","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA K105 AR REV","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA K105 SDT","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA K105 SDT DS","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA V80","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA V80 AR REV","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA V80 SDT","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA V80 SDT DS","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA V95","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA V95 AR REV","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA V95 SDT","","TSB",""
"ZIRAI TRAKTOR","FERRARI VEGA V95 SDT DS","","TSB",""
"ZIRAI TRAKTOR","FERRARI VIPAR","","TSB",""
"ZIRAI TRAKTOR","FOTON","","TSB",""
"ZIRAI TRAKTOR","FOTON FT","","TSB",""
"ZIRAI TRAKTOR","FOTON FT254","","TSB",""
"ZIRAI TRAKTOR","FOTON FT400","","TSB",""
"ZIRAI TRAKTOR","FOTON FT404","","TSB",""
"ZIRAI TRAKTOR","FOTON FT454","","TSB",""
"ZIRAI TRAKTOR","FOTON FT504","","TSB",""
"ZIRAI TRAKTOR","FOTON FT504 KABINLI","","TSB",""
"ZIRAI TRAKTOR","FOTON FT604","","TSB",""
"ZIRAI TRAKTOR","FOTON FT704","","TSB",""
"ZIRAI TRAKTOR","FOTON LM","","TSB",""
"ZIRAI TRAKTOR","FOTON TB","","TSB",""
"ZIRAI TRAKTOR","FOTON TE","","TSB",""
"ZIRAI TRAKTOR","FSM TRAKTOR FATIH","","TSB",""
"ZIRAI TRAKTOR","GOES TERROX","","TSB",""
"ZIRAI TRAKTOR","GOLDONI BASE","","TSB",""
"ZIRAI TRAKTOR","GOLDONI ENERGY","","TSB",""
"ZIRAI TRAKTOR","GOLDONI ENERGY 60R","","TSB",""
"ZIRAI TRAKTOR","GOLDONI EURO","","TSB",""
"ZIRAI TRAKTOR","GOLDONI MAXTER","","TSB",""
"ZIRAI TRAKTOR","GOLDONI QUASAR","","TSB",""
"ZIRAI TRAKTOR","GOLDONI RONIN","","TSB",""
"ZIRAI TRAKTOR","GOLDONI STAR","","TSB",""
"ZIRAI TRAKTOR","GRAUND CARE RONDO K222","","TSB",""
"ZIRAI TRAKTOR","GRAUND CARE RONDO K333","","TSB",""
"ZIRAI TRAKTOR","HARMAN T1003","","TSB",""
"ZIRAI TRAKTOR","HARS","","TSB",""
"ZIRAI TRAKTOR","HATTAT","","TSB",""
"ZIRAI TRAKTOR","HATTAT 240G B BAHCE STAGE","","TSB",""
"ZIRAI TRAKTOR","HATTAT 240G B DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT 240G BB 4X2 BAHCE","","TSB",""
"ZIRAI TRAKTOR","HATTAT 240G BB 4X2 BAHCE STAGE","","TSB",""
"ZIRAI TRAKTOR","HATTAT 240G DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT 240G STAGE","","TSB",""
"ZIRAI TRAKTOR","HATTAT 255G B BAHCE STAGE","","TSB",""
"ZIRAI TRAKTOR","HATTAT 255G B DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT 255G BB 4X2 BAHCE","","TSB",""
"ZIRAI TRAKTOR","HATTAT 255G BB 4X2 BAHCE STAGE","","TSB",""
"ZIRAI TRAKTOR","HATTAT 255G DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT 255G STAGE","","TSB",""
"ZIRAI TRAKTOR","HATTAT 260G B DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT 260G DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT 280G","","TSB",""
"ZIRAI TRAKTOR","HATTAT 280G B DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT 280G B DT BAHCE STAGE","","TSB",""
"ZIRAI TRAKTOR","HATTAT 280G DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT 280G DT KABIN STAGE","","TSB",""
"ZIRAI TRAKTOR","HATTAT A","","TSB",""
"ZIRAI TRAKTOR","HATTAT A100","","TSB",""
"ZIRAI TRAKTOR","HATTAT A100 MAXI","","TSB",""
"ZIRAI TRAKTOR","HATTAT A110","","TSB",""
"ZIRAI TRAKTOR","HATTAT A110 MAXI","","TSB",""
"ZIRAI TRAKTOR","HATTAT A50","","TSB",""
"ZIRAI TRAKTOR","HATTAT A50B","","TSB",""
"ZIRAI TRAKTOR","HATTAT A50C","","TSB",""
"ZIRAI TRAKTOR","HATTAT A55","","TSB",""
"ZIRAI TRAKTOR","HATTAT A55B","","TSB",""
"ZIRAI TRAKTOR","HATTAT A55C","","TSB",""
"ZIRAI TRAKTOR","HATTAT A60B","","TSB",""
"ZIRAI TRAKTOR","HATTAT A60C","","TSB",""
"ZIRAI TRAKTOR","HATTAT A65","","TSB",""
"ZIRAI TRAKTOR","HATTAT A65B","","TSB",""
"ZIRAI TRAKTOR","HATTAT A65C","","TSB",""
"ZIRAI TRAKTOR","HATTAT A68","","TSB",""
"ZIRAI TRAKTOR","HATTAT A70","","TSB",""
"ZIRAI TRAKTOR","HATTAT A70 MAXI","","TSB",""
"ZIRAI TRAKTOR","HATTAT A78","","TSB",""
"ZIRAI TRAKTOR","HATTAT A80","","TSB",""
"ZIRAI TRAKTOR","HATTAT A80 MAXI","","TSB",""
"ZIRAI TRAKTOR","HATTAT A80B","","TSB",""
"ZIRAI TRAKTOR","HATTAT A80C","","TSB",""
"ZIRAI TRAKTOR","HATTAT A80C COMPACT","","TSB",""
"ZIRAI TRAKTOR","HATTAT A90","","TSB",""
"ZIRAI TRAKTOR","HATTAT A90 MAXI","","TSB",""
"ZIRAI TRAKTOR","HATTAT B","","TSB",""
"ZIRAI TRAKTOR","HATTAT B3055 DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT B3065 DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT B3085 DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT B3085 DT BAHCE STAGE","","TSB",""
"ZIRAI TRAKTOR","HATTAT B3095 DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT B3105 DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT C","","TSB",""
"ZIRAI TRAKTOR","HATTAT C3055 DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT C3065 DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT C3085 DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT C3085 DT STAGE","","TSB",""
"ZIRAI TRAKTOR","HATTAT H275 KABINLI","","TSB",""
"ZIRAI TRAKTOR","HATTAT H285 KABINLI","","TSB",""
"ZIRAI TRAKTOR","HATTAT H295 KABINLI","","TSB",""
"ZIRAI TRAKTOR","HATTAT H398 KABINLI","","TSB",""
"ZIRAI TRAKTOR","HATTAT H399 KABINLI","","TSB",""
"ZIRAI TRAKTOR","HATTAT H45","","TSB",""
"ZIRAI TRAKTOR","HATTAT H55","","TSB",""
"ZIRAI TRAKTOR","HATTAT H65","","TSB",""
"ZIRAI TRAKTOR","HATTAT T","","TSB",""
"ZIRAI TRAKTOR","HATTAT T4075 DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT T4085 DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT T4095 DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT T4100","","TSB",""
"ZIRAI TRAKTOR","HATTAT T4105 DT","","TSB",""
"ZIRAI TRAKTOR","HATTAT T4110","","TSB",""
"ZIRAI TRAKTOR","HATTAT T4115 DT PS-PSHIFT-SUSP. KAB.4WD S5","","TSB",""
"ZIRAI TRAKTOR","HATTAT T4115 PS-PSHIFT-SUSP. KAB.","","TSB",""
"ZIRAI TRAKTOR","HATTAT T4125 DT PS-PSHIFT-SUSP. KAB.4WD S5","","TSB",""
"ZIRAI TRAKTOR","HATTAT T4125 PS-PSHIFT-SUSP. KAB.","","TSB",""
"ZIRAI TRAKTOR","HOLDER A","","TSB",""
"ZIRAI TRAKTOR","ISILDAR TERRA (BS200AU-11) T3","","TSB",""
"ZIRAI TRAKTOR","ITMCO","","TSB",""
"ZIRAI TRAKTOR","ITMCO 240G","","TSB",""
"ZIRAI TRAKTOR","JCB WORKMAX","","TSB",""
"ZIRAI TRAKTOR","JINMA","","TSB",""
"ZIRAI TRAKTOR","JINMA 200E","","TSB",""
"ZIRAI TRAKTOR","JINMA 354E","","TSB",""
"ZIRAI TRAKTOR","JOHN DEERE","","TSB",""
"ZIRAI TRAKTOR","JOHN DEERE 3039R","","TSB",""
"ZIRAI TRAKTOR","JOHN DEERE 4066M","","TSB",""
"ZIRAI TRAKTOR","JOHN DEERE 4066R","","TSB",""
"ZIRAI TRAKTOR","JOHN DEERE 5050E","","TSB",""
"ZIRAI TRAKTOR","JOHN DEERE 5050E 12x12","","TSB",""
"ZIRAI TRAKTOR","JOHN DEERE 5055E","","TSB",""
"ZIRAI TRAKTOR","JOHN DEERE 5055E 12x12","","TSB",""
"ZIRAI TRAKTOR","JOHN DEERE 5058E","","TSB",""
